id,product,price,college,Sub Category,rating,stock,is_out_of_stock,views_count,wishlist_count,add_to_cart_count,buyers_count,discount_pct,final_price,price_range_category,stock_range,seasonality,effective_price,cart_to_view_ratio,wishlist_to_view_ratio,image
4830,Watch glass,20,laboratory  tools,chemical tools,4.2,16,0,199,13,21,7,20.2,17.58,Low,Medium,Winter,15.96,0.105,0.065,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4831,gutta-percha ,100,faculty of dentistry,chemical tools,2.6,23,0,174,7,16,7,21.3,85.1,High,Medium,Spring,78.7,0.091428571,0.04,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4832,cutter art,90,engineering,Pencils and Pens,3.9,23,0,202,8,22,8,17.6,63.54,Medium,Medium,Winter,74.16,0.108374384,0.039408867,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4833,Art Supplies Kit for arts,360,arts,Art Supplies,4,22,0,197,10,15,3,4.2,331.92,High,Medium,Winter,344.88,0.075757576,0.050505051,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4834,Pencils And Pens Kit for engineering,45,engineering,Pencils and Pens,2.1,20,0,202,11,20,8,7.3,40.815,Medium,Medium,Summer,41.715,0.098522167,0.054187192,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4835,Canson 80 cm Letter T Wooden Ruler,35,arts;architecture;engineering,Rulers,3.6,22,0,177,9,18,4,27.2,25.55,Low,Medium,Summer,25.48,0.101123596,0.050561798,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4836,Palette and Painting Knives For Oil and Acrylic Paintings - 3 Pcs,25,arts;architecture;engineering,Art Supplies,3.1,21,0,187,6,24,7,24.6,19.475,Low,Medium,Winter,18.85,0.127659574,0.031914894,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4837,Alwan High Quality 30 ml Poster Colors Jar,313,arts;architecture;engineering,Colors,2.9,18,0,211,9,27,6,28.5,267.615,High,Medium,Spring,223.795,0.127358491,0.04245283,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4838,Prima High Quality Transparent Drawing Large Set - 4 Pcs,161,arts;architecture;engineering,Art Supplies,4.5,11,0,188,5,13,6,12.3,155.687,High,Medium,Summer,141.197,0.068783069,0.026455026,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4839,Art Supplies Kit for arts,90,arts,Art Supplies,3,18,0,197,12,21,4,13.2,84.42,High,High,Winter,78.12,0.106060606,0.060606061,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4840,K-MAX 6 Slot Transparent Palette with Cover No.E0405L,10,arts;architecture;engineering,Color Pallets,2.9,21,0,212,14,25,14,7.8,8.2,Low,Medium,Summer,9.22,0.117370892,0.0657277,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4841,Uni Pin Fine Line Pigment Ink Pen with Different Sizes,42,arts;architecture;engineering,Pencils and Pens,3.6,20,0,207,5,21,5,15.7,33.39,Medium,Medium,Winter,35.406,0.100961538,0.024038462,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4842,Artino Pure Turpentine and Pure Oil For Oil Painting - 125 ml,21,arts;architecture;engineering,Oils,4,18,0,204,10,15,5,24.9,15.561,Low,Medium,Spring,15.771,0.073170732,0.048780488,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4843,2 x 5 Paper Filter Papers 11cm,10,laboratory  tools,chemical tools,3.4,21,0,209,11,18,3,7.4,8.09,Low,Medium,Spring,9.26,0.085714286,0.052380952,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4844,Maries Premium Quality Master Pastel Colors Set - 12 Colors,10,arts;architecture;engineering,Colors,4.4,22,0,185,9,16,5,4.2,8.07,Low,Medium,Autumn,9.58,0.086021505,0.048387097,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4845,Rulers Kit for arts;architecture;engineering,28.25,arts;architecture;engineering,Rulers,3.9,19,0,190,9,21,3,22.5,25.73575,Low,Medium,Winter,21.89375,0.109947644,0.047120419,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4846,Templates Kit for engineering,60,engineering,Templates,1.9,23,0,224,13,16,7,20.8,52.86,Medium,Medium,Summer,47.52,0.071111111,0.057777778,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4847,conical 250 ,3,laboratory  tools,liquid handling,3.1,22,0,201,10,20,6,24.9,2.313,Low,Medium,Summer,2.253,0.099009901,0.04950495,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4848,Matloub Wooden Carving Set - 5 Pcs,47.5,arts;architecture;engineering,Sculpture,3.1,21,0,194,14,14,5,22.5,33.8675,Medium,Medium,Winter,36.8125,0.071794872,0.071794872,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4849,simple hinge ,40,faculty of dentistry,chemical tools,3.9,17,0,182,9,17,7,12.6,38.44,Medium,Medium,Summer,34.96,0.092896175,0.049180328,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4850,Rulers Kit for arts;architecture;engineering,21.75,arts;architecture;engineering,Rulers,1.5,26,0,212,6,20,3,4.7,19.0095,Low,Medium,Summer,20.72775,0.093896714,0.028169014,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4851,Rulers Kit for architecture;engineering - arts,6.75,architecture;engineering - arts,Rulers,5,26,0,210,16,20,6,21.4,5.64975,Low,Medium,Spring,5.3055,0.09478673,0.075829384,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4852,manual files(15_40)(45-80) ,45,faculty of dentistry,chemical tools,3.9,27,0,195,7,22,5,26.4,44.145,Medium,Medium,Autumn,33.12,0.112244898,0.035714286,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4853,Art Rangers Water Color Set 12 ml No.EW0612C - 6 Color,95,arts;architecture;engineering,Colors,3.6,20,0,183,11,13,2,4.6,89.015,High,Medium,Autumn,90.63,0.070652174,0.059782609,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4854,K-MAX 12 Color Artist Palette with a Brush No.1240 - Large Size,83,arts;architecture;engineering,Color Pallets,4.4,18,0,187,9,16,5,15.6,81.257,Medium,Medium,Winter,70.052,0.085106383,0.04787234,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4855,Templates Kit for engineering,50,engineering,Templates,5,25,0,207,12,22,4,9.9,45.6,Medium,Medium,Winter,45.05,0.105769231,0.057692308,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4856,Templates Kit for engineering,370,engineering,Templates,4.2,20,0,169,8,23,7,15.6,271.95,High,Medium,Winter,312.28,0.135294118,0.047058824,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4857,Slide case,3,faculty of agriculture,microscopy supplies,4.2,13,0,196,5,21,4,0.9,2.535,Low,Medium,Autumn,2.973,0.106598985,0.025380711,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
4858,K-MAX Art Works Artist Canvas 380 gm Size 30*30 cm No.HC-3030,35,arts;architecture;engineering,Canvas,3.6,21,0,208,9,26,6,10.6,34.125,Medium,Medium,Summer,31.29,0.124401914,0.043062201,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4859,High Quality Oil Pastel Sticks 12 Color No.T812,68,arts;architecture;engineering,Colors,3.4,16,0,206,11,29,9,14.5,54.06,Medium,Medium,Autumn,58.14,0.140096618,0.053140097,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4860,12-hole Rack,10,laboratory  tools,storage equipment,3.1,13,0,191,10,24,7,4.5,7.46,Low,High,Spring,9.55,0.125,0.052083333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4861,cutter olfa,35,engineering,Rulers,2.9,11,0,210,17,30,3,12.2,34.51,Medium,Medium,Winter,30.73,0.142180095,0.08056872,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4862,Cokai Plastic Sanitary Drawing Template No.KJ-017,27.5,arts;architecture;engineering,Templates,3,21,0,235,13,27,8,5.3,22.275,Low,Medium,Summer,26.0425,0.11440678,0.055084746,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4863,KeepSmiling High Quality Artist Different Shaped Brushes No.A6308 - 12 Pcs,55,arts;architecture;engineering,Brushes,2.5,23,0,209,9,26,9,6.5,42.24,Medium,Medium,Summer,51.425,0.123809524,0.042857143,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4864,conical 250 ,3,laboratory  tools,liquid handling,3.4,14,0,200,5,20,7,29.3,2.313,Low,Medium,Summer,2.121,0.099502488,0.024875622,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4865,Art Supplies Kit for arts,249.9,arts,Art Supplies,2.2,24,0,190,12,17,7,18.1,191.1735,High,Medium,Winter,204.6681,0.089005236,0.062827225,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4866,Faber-Castell Creative Studio 9 ml Oil Colors Set No.379524 - 24 Colors,90,arts;architecture;engineering,Colors,3.6,16,0,201,14,36,14,11.7,87.21,High,Medium,Autumn,79.47,0.178217822,0.069306931,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4867,Rulers Kit for engineering,760,engineering,Rulers,3.5,23,0,202,11,15,5,15.6,699.2,High,Medium,Winter,641.44,0.073891626,0.054187192,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4868,high speed handpiece,2500,faculty of dentistry,chemical tools,3.6,14,0,204,10,28,8,11.5,2140,High,Medium,Spring,2212.5,0.136585366,0.048780488,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4869,Brush,3,laboratory  tools,cleaning tools,3.1,14,0,212,14,20,4,18.1,2.589,Low,Medium,Winter,2.457,0.093896714,0.0657277,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4870,KeepSmiling High Quality Flat Inches Artist Brushes No.A0176 - 4 Pcs,66,arts;architecture;engineering,Brushes,5,21,0,181,7,10,1,0,54.912,Medium,Medium,Autumn,66,0.054945055,0.038461538,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4871,Matou 12 ml Glass Colors Set No.1363 - 12 Colors,139,arts;architecture;engineering,Colors,4.5,14,0,208,9,24,8,7.1,98.968,High,Medium,Spring,129.131,0.114832536,0.043062201,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4872,Templates Kit for engineering,180,engineering,Templates,2.6,24,0,192,10,18,9,29.7,141.12,High,Medium,Spring,126.54,0.093264249,0.051813472,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4873,Templates Kit for engineering,20,engineering,Templates,3.7,12,0,194,5,23,6,3.4,16.38,Low,Medium,Winter,19.32,0.117948718,0.025641026,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4874,Pencils And Pens Kit for engineering,60,engineering,Pencils and Pens,3,20,0,187,11,12,2,2.4,53.4,Medium,Medium,Summer,58.56,0.063829787,0.058510638,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4875,Carioca Tempera Gouache Color Jar 500 ml No.40427,139.5,arts;architecture;engineering,Colors,2.7,22,0,197,7,28,8,14.8,137.268,High,Medium,Autumn,118.854,0.141414141,0.035353535,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4876,Rulers Kit for architecture;engineering - arts,70,architecture;engineering - arts,Rulers,2.5,14,0,200,9,22,1,8.7,59.5,Medium,Medium,Winter,63.91,0.109452736,0.044776119,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4877,Rulers Kit for engineering,15,engineering,Rulers,3.8,23,0,203,9,13,4,16,14.61,Low,Medium,Winter,12.6,0.06372549,0.044117647,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4878,Matloub Double Sided Wooden Carving Set - 7 Pcs,20.5,arts;architecture;engineering,Sculpture,3,23,0,207,11,10,1,28.8,20.459,Low,Medium,Spring,14.596,0.048076923,0.052884615,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4879,Rulers Kit for engineering,650,engineering,Rulers,4.2,17,0,189,5,20,9,3.8,636.35,High,Medium,Spring,625.3,0.105263158,0.026315789,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4880,Rulers Kit for arts;architecture;engineering,106.75,arts;architecture;engineering,Rulers,4.2,21,0,214,9,30,12,13.2,101.8395,High,Medium,Winter,92.659,0.139534884,0.041860465,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4881,Rulers Kit for arts;architecture;engineering,65,arts;architecture;engineering,Rulers,4.5,21,0,185,7,19,3,22.8,64.74,Medium,Medium,Spring,50.18,0.102150538,0.037634409,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4882,petri Ds,55,faculty of bio technology,chemical tools,2.9,17,0,212,3,19,4,4.8,38.83,Medium,Medium,Autumn,52.36,0.089201878,0.014084507,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
4883,x-ray kit ,300,faculty of dentistry,chemical tools,3.9,17,0,230,13,30,13,21.4,218.4,High,Medium,Spring,235.8,0.12987013,0.056277056,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4884,rupper dam kit ,250,faculty of dentistry,chemical tools,4,15,0,169,6,26,10,12,175,High,Medium,Winter,220,0.152941176,0.035294118,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4885,Art Nation Glass Paint Color Set 15 ml No.GAS2415 - 24 Colors,184,arts;architecture;engineering,Colors,3.1,14,0,189,7,22,10,18.6,152.168,High,Medium,Summer,149.776,0.115789474,0.036842105,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4886,Art Nation Glass Paint Color Set 15 ml No.GAS2415 - 24 Colors,184,arts;architecture;engineering,Colors,2.9,16,0,186,12,21,5,15.8,152.168,High,Medium,Summer,154.928,0.112299465,0.064171123,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4887,tube brush,5,faculty of veterinary medicine,chemical tools,4.7,20,0,215,5,10,1,13.5,4.69,Low,Medium,Winter,4.325,0.046296296,0.023148148,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
4888,Carioca Tempera Gouache Color Jar 500 ml No.40427,140,arts;architecture;engineering,Colors,3.7,21,0,179,13,16,5,14.4,113.68,High,Medium,Winter,119.84,0.088888889,0.072222222,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4889,Storage Equipment Kit for arts;architecture;engineering,36,arts;architecture;engineering,storage equipment,4,13,0,205,12,27,13,4.4,35.712,Medium,Medium,Spring,34.416,0.131067961,0.058252427,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4890,Rulers Kit for engineering,90,engineering,Rulers,2.9,19,0,218,8,20,4,13,63.72,Medium,Medium,Spring,78.3,0.091324201,0.03652968,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4891,Rulers Kit for engineering,30,engineering,Rulers,2.6,18,0,218,10,20,8,22.6,22.29,Low,Medium,Autumn,23.22,0.091324201,0.0456621,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4892,metal syringe ,20,faculty of dentistry,chemical tools,3.1,16,0,183,14,19,5,26.9,16.34,Low,Medium,Spring,14.62,0.10326087,0.076086957,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4893,Rulers Kit for architecture;engineering,12.8,architecture;engineering,Rulers,3.4,18,0,185,10,18,3,18.8,12.6464,Low,High,Summer,10.3936,0.096774194,0.053763441,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4894,KeepSmiling High Quality Artist Different Shaped Brushes No.A6308 - 12 Pcs,55,arts;architecture;engineering,Brushes,2.7,16,0,208,11,25,7,24.8,42.24,Medium,Medium,Summer,41.36,0.119617225,0.052631579,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4895,Rulers Kit for arts;architecture;engineering,166.5,arts;architecture;engineering,Rulers,3.5,25,0,225,12,16,5,15.2,130.3695,High,Medium,Autumn,141.192,0.07079646,0.053097345,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4896,Titi 30 ml Poster Color Jar,626,arts;architecture;engineering,Colors,2.2,26,0,194,9,21,2,6.5,573.416,High,Medium,Autumn,585.31,0.107692308,0.046153846,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4897,High Quality Touch Marker Pens Double Sided No.KL250 - 24 Pcs,45,arts;architecture;engineering,Colors,2.7,11,0,217,8,24,7,21.7,43.02,Medium,Medium,Summer,35.235,0.110091743,0.036697248,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4898,Rulers Kit for architecture;engineering,75,architecture;engineering,Rulers,4,20,0,205,7,26,9,21.1,58.05,Medium,Medium,Summer,59.175,0.126213592,0.033980583,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4899,metal syringe ,20,faculty of dentistry,chemical tools,4,21,0,198,11,19,7,0.2,16.34,Low,Medium,Spring,19.96,0.095477387,0.055276382,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4900,KeepSmiling Artist Wide Painting Brush Size.2.5 No.MK-61,49,arts;architecture;engineering,Brushes,3.2,22,0,213,15,19,3,14.4,44.296,Medium,Low,Autumn,41.944,0.088785047,0.070093458,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4901,KeepSmiling Brush Selection Oval | Flat High Quality Brushes Set No.A6067Z - 6 Pcs,90,arts;architecture;engineering,Brushes,2.7,18,0,214,9,23,9,28.1,78.84,Medium,Medium,Spring,64.71,0.106976744,0.041860465,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4902,Uni Pin Fine Line Pigment Ink Pen with Different Sizes,41.6,arts;architecture;engineering,Pencils and Pens,2.7,23,0,186,9,21,4,29.5,37.5232,Medium,Medium,Summer,29.328,0.112299465,0.048128342,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4903,K-MAX Drawing Design White Canson Paper Sketch 35*50 - 12 Sheets,45,arts;architecture;engineering,Drawing Sketch,3.2,20,0,212,19,17,6,13.7,42.3,Medium,Medium,Winter,38.835,0.079812207,0.089201878,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4904,Colored Plastic Military Template,115,arts;architecture;engineering,Templates,4,27,0,202,8,16,5,21.7,113.39,High,Medium,Summer,90.045,0.078817734,0.039408867,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4905,Matloub Wooden Carving Set - 5 Pcs,47.5,arts;architecture;engineering,Sculpture,4.2,10,0,210,9,18,8,0.5,33.8675,Medium,Medium,Winter,47.2625,0.085308057,0.042654028,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4906,Primo Tempra Fine Poster Paint 12 ml No.4421T5C - 5 Pcs,150,arts;architecture;engineering,Colors,3.1,13,0,205,9,18,2,8,136.95,High,Medium,Summer,138,0.087378641,0.04368932,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4907,Templates Kit for architecture;engineering - arts,25,architecture;engineering - arts,Templates,2.6,20,0,177,4,20,4,21.7,19.075,Low,Medium,Summer,19.575,0.112359551,0.02247191,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
